word,synonym
red-lavender,reddish-lavender
red-orange,reddish-orange
red-orange,flame-orange
red-purple,reddisn-purple
red-violet,reddish-violet
rose,roseate
rose,rosaceous
rose-lilac,rose-lavender
rose-purple,rosy-purple
rose-tinted,rose-tinged
rust,rusty
rust,rust-brown
rust-red,rusty-red
sage,sage-green
silver-blue,silvery-blue
silver-green,silvery-green
snuff,snuff-brown
snuff,mummy-brown
snuff,chukker-brown
sorrel,brownish-orange
sulfur-yellow,sulphur-yellow
tawny,tawny-brown
vermilion,vermillion
vermilion,cinnabar
vermilion,Chinese-red
violet-tinged,violet-tinted
yellow,yellowish
yellow,xanthous
yellow-beige,yellowish-beige
yellow-orange,yellowish-orange
achromatic,neutral
argent,silver
argent,silvery
argent,silverish
ash-grey,ash-gray
ash-grey,ashy
black-grey,black-gray
black-grey,blackish-grey
black-grey,blackish-gray
blue-white,bluish-white
blue-white,cool-white
blue-grey,blue-gray
blue-grey,bluish-grey
blue-grey,bluish-gray
blue-black,bluish_black
brown-black,brownish-black
brown-grey,brown-gray
brown-grey,brownish-grey
brown-grey,brownish-gray
charcoal,charcoal-grey
charcoal,charcoal-gray
coal-black,jet
coal-black,jet-black
coal-black,pitchy
coal-black,sooty
ebon,ebony
grey,gray
grey,greyish
grey,grayish
grey-black,gray-black
grey-black,greyish-black
grey-black,grayish-black
grey-white,gray-white
grey-white,greyish-white
grey-white,grayish-white
greenish-grey,greenish-gray
green-white,greenish-white
ink-black,inky
ink-black,inky-black
iron-grey,iron-gray
olive-grey,olive-gray
oxford-grey,oxford-gray
oxford-grey,dark-grey
oxford-grey,dark-gray
pearl_grey,pearl_gray
pearly,pearly-white
purple-black,purplish-black
purple-white,purplish-white
red-grey,red-gray
red-grey,reddish-grey
red-grey,reddish-gray
silver-grey,silver-gray
silver-grey,silvery-grey
silver-grey,silvery-gray
silver-white,silvery-white
slate-grey,slate-gray
slate-grey,slaty-grey
slate-grey,slaty-gray
slate-grey,slaty
slate-grey,slatey
slate-grey,stone-grey
slate-grey,stone-gray
snow-white,snowy
soot-black,sooty-black
whitish,off-white
yellow-grey,yellow-gray
yellow-grey,yellowish-grey
yellow-grey,yellowish-gray
yellow-white,yellowish-white
saturated,pure
intense,vivid
color,colour
black-and-white,black_and_white
colored,coloured
colored,colorful
crimson,red
crimson,reddened
crimson,red-faced
crimson,flushed
bicolor,bicolour
bicolor,bicolored
bicolor,bicoloured
bicolor,bichrome
bicolor,dichromatic
black,blackened
brightly-colored,brightly-coloured
buff-colored,buff-coloured
chestnut-colored,chestnut-coloured
chocolate-colored,chocolate-coloured
cinnamon_colored,cinnamon_coloured
cinnamon_colored,cinnamon-colored
cinnamon_colored,cinnamon-coloured
cream-colored,creamy-colored
cream-colored,creamy-white
dark-colored,dark-coloured
dark-colored,dusky-colored
dark-colored,dusky-coloured
dun-colored,dun-coloured
fawn-colored,fawn-coloured
flame-colored,flame-coloured
flesh-colored,flesh-coloured
garnet-colored,garnet-coloured
ginger,gingery
gold-colored,gold-coloured
honey-colored,honey-coloured
lead-colored,lead-coloured
liver-colored,liver
metal-colored,metal-coloured
metal-colored,metallic-colored
metal-colored,metallic-coloured
monochromatic,monochrome
monochromatic,monochromic
monochromatic,monochromous
motley,calico
motley,multicolor
motley,multi-color
motley,multicolour
motley,multi-colour
motley,multicolored
motley,multi-colored
motley,multicoloured
motley,multi-coloured
motley,painted
motley,particolored
motley,particoloured
motley,piebald
motley,pied
motley,varicolored
motley,varicoloured
neutral-colored,neutral-coloured
olive-colored,olive-coloured
orange-colored,orange-coloured
orange-colored,orange-hued
pale-colored,pale-hued
polychromatic,polychrome
polychromatic,polychromic
rose-colored,rosy-colored
straw-colored,straw-coloured
tawny-colored,tawny-coloured
trichromatic,trichrome
trichromatic,tricolor
violet-colored,violet-coloured
violet-colored,violet-flowered
uncolored,uncoloured
achromic,achromous
colorful,colourful
bright,brilliant
bright,vivid
changeable,chatoyant
changeable,iridescent
changeable,shot
deep,rich
colorless,colourless
ashen,blanched
ashen,bloodless
ashen,livid
ashen,white
bleached,faded
bleached,washed-out
bleached,washy
drab,sober
drab,somber
drab,sombre
dulled,greyed
etiolate,etiolated
etiolate,blanched
pale,pallid
pale,wan
pasty,pastelike
waxen,waxlike
waxen,waxy
white,whitened
colorful,colourful
brave,braw
brave,gay
flashy,gaudy
flashy,jazzy
flashy,showy
flashy,sporty
colorless,colourless
pale,pallid
light,light-colored
cisalpine,ultramontane
tramontane,transmontane
transalpine,ultramontane
christlike,christly
christless,nonchristian
unchristianly,unchristlike
civilized,civilised
noncivilized,noncivilised
barbarian,barbaric
barbarian,savage
barbarian,uncivilized
barbarian,uncivilised
barbarian,wild
preliterate,nonliterate
classical,classic
classical,classic
classical,Greco-Roman
classical,Graeco-Roman
classical,Hellenic
neoclassic,neoclassical
popular,pop
categorized,categorised
grouped,sorted
uncategorized,uncategorised
uncategorized,unsorted
nonsensitive,unrestricted
crude,raw
fresh,unused
immaculate,speckless
immaculate,spick-and-span
immaculate,spic-and-span
immaculate,spic
immaculate,spick
immaculate,spotless
unsoiled,unspotted
unsoiled,unstained
washed,water-washed
dirty,soiled
dirty,unclean
bedraggled,draggled
befouled,fouled
begrimed,dingy
begrimed,grimy
begrimed,grubby
begrimed,grungy
begrimed,raunchy
black,smutty
filthy,foul
filthy,nasty
flyblown,squalid
flyblown,sordid
greasy,oily
mucky,muddy
snotty,snot-nosed
travel-soiled,travel-stained
clean,unobjectionable
bawdy,off-color
bawdy,ribald
blasphemous,blue
blasphemous,profane
cruddy,filthy
cruddy,foul
cruddy,nasty
cruddy,smutty
foul-mouthed,foul-spoken
lewd,obscene
lewd,raunchy
lewd,salacious
clean,uncontaminating
dirty,contaminating
kosher,cosher
unclean,impure
nonkosher,tref
nonkosher,terefah
broad,unsubtle
clear-cut,distinct
clear-cut,trenchant
limpid,lucid
limpid,luculent
limpid,pellucid
limpid,crystal_clear
limpid,perspicuous
blurred,clouded
confusing,perplexing
confusing,puzzling
obscure,vague
crystalline,crystal_clear
crystalline,limpid
crystalline,lucid
crystalline,pellucid
crystalline,transparent
hyaline,hyaloid
liquid,limpid
translucent,semitransparent
cloudy,muddy
cloudy,mirky
cloudy,murky
cloudy,turbid
fogged,foggy
lightproof,light-tight
milky,milklike
milky,whitish
radiopaque,radio-opaque
clearheaded,clear-thinking
addlebrained,addlepated
addlebrained,puddingheaded
addlebrained,muddleheaded
addled,befuddled
addled,muddled
addled,muzzy
addled,woolly
addled,wooly
addled,woolly-headed
addled,wooly-minded
befogged,befuddled
dazed,stunned
dazed,stupefied
dazed,stupid
punch-drunk,silly
punch-drunk,slaphappy
balmy,mild
balmy,soft
astute,sharp
astute,shrewd
cagey,cagy
cagey,canny
cagey,clever
streetwise,street_smart
streetwise,with-it
anserine,dopy
anserine,dopey
anserine,foolish
anserine,goosey
anserine,goosy
anserine,gooselike
anserine,jerky
blockheaded,boneheaded
blockheaded,duncical
blockheaded,duncish
blockheaded,fatheaded
blockheaded,loggerheaded
blockheaded,thick
blockheaded,thickheaded
blockheaded,thick-skulled
blockheaded,wooden-headed
cloddish,doltish
dense,dim
dense,dull
dense,dumb
dense,obtuse
dense,slow
gaumless,gormless
lumpish,lumpen
lumpish,unthinking
nitwitted,senseless
nitwitted,soft-witted
nitwitted,witless
dextrorotary,dextrorotatory
dextrorotary,right-handed
counterclockwise,anticlockwise
counterclockwise,contraclockwise
levorotary,levorotatory
levorotary,left-handed
distant,remote
distant,remote
distant,removed
faraway,far-off
farthermost,farthest
farthermost,furthermost
farthermost,furthest
farthermost,utmost
farthermost,uttermost
further,farther
off_the_beaten_track,out-of-the-way
near,close
near,nigh
yonder,yon
adjacent,next
adjacent,side_by_side
appressed,adpressed
approximate,close_together
at_hand,close_at_hand
at_hand,imminent
at_hand,impendent
at_hand,impending
at_hand,close_at_hand
close-set,close_set
contiguous,immediate
encompassing,surrounding
encompassing,circumferent
nestled,snuggled
walk-to,walking
distant,remote
approximate,near
chummy,buddy-buddy
chummy,thick
close-knit,closely_knit
dear,good
dear,near
familiar,intimate
clothed,clad
appareled,attired
appareled,dressed
appareled,garbed
appareled,garmented
appareled,habilimented
appareled,robed
arrayed,panoplied
breeched,pantalooned
breeched,trousered
dressed,dressed-up
dressed,dressed_to_the_nines
dressed,dressed_to_kill
dressed,dolled_up
dressed,spruced_up
dressed,spiffed_up
dressed,togged_up
red-coated,lobster-backed
bare,au_naturel
bare,naked
bare,nude
bare-assed,bare-ass
bare-assed,in_the_altogether
bare-assed,in_the_buff
bare-assed,in_the_raw
bare-assed,raw
bare-assed,peeled
bare-assed,naked_as_a_jaybird
bare-assed,stark_naked
bare-breasted,braless
bare-breasted,topless
bareheaded,bared
clothesless,garmentless
clothesless,raimentless
en_deshabille,in_dishabille
exposed,uncovered
half-clothed,scantily_clad
half-clothed,underclothed
mother-naked,naked_as_the_day_one_was_born
mother-naked,naked_as_the_day_you_were_born
mother-naked,in_one's_birthday_suit
mother-naked,in_your_birthday_suit
unappareled,unattired
unappareled,unclad
unappareled,undressed
unappareled,ungarbed
unappareled,ungarmented
bareback,barebacked
cloudless,unclouded
brumous,foggy
brumous,hazy
brumous,misty
cloud-covered,clouded
cloud-covered,overcast
cloud-covered,sunless
cloudlike,nebular
dull,leaden
heavy,lowering
heavy,sullen
heavy,threatening
miasmal,miasmic
miasmal,vaporous
miasmal,vapourous
interior,midland
interior,upcountry
inshore,onshore
inshore,seaward
inshore,shoreward
offshore,seaward
coherent,consistent
coherent,logical
coherent,ordered
confused,disconnected
confused,disjointed
confused,disordered
confused,garbled
confused,illogical
confused,scattered
confused,unconnected
collapsible,collapsable
foldable,foldaway
foldable,folding
noncollapsible,noncollapsable
nontelescopic,nontelescoping
agglomerate,agglomerated
agglomerate,agglomerative
agglomerate,clustered
aggregate,aggregated
aggregate,aggregative
aggregate,mass
collectivized,collectivised
allocable,allocatable
allocable,apportionable
diffusing,diffusive
diffusing,dispersive
diffusing,disseminative
permeant,permeating
permeant,permeative
permeant,pervasive
publicized,publicised
promulgated,published
quelled,quenched
quelled,squelched
combinative,combinatory
combinable,combinational
combinable,combinatory
burnable,ignitable
burnable,ignitible
comburent,comburant
comburent,combustive
flammable,inflammable
noncombustible,incombustible
fire-retardant,fire-resistant
fire-retardant,fire-resisting
fire-retardant,fire-resistive
flameproof,flame-retardant
lighted,lit
ablaze,afire
ablaze,aflame
ablaze,aflare
ablaze,alight
ablaze,on_fire
ignited,enkindled
ignited,kindled
unlighted,unlit
commodious,convenient
roomy,spacious
comfortable,comfy
cozy,cosy
cozy,snug
homelike,homely
homelike,homey
homelike,homy
bad,tough
irritating,painful
miserable,wretched
awkward,ill_at_ease
awkward,uneasy
coextensive,coterminous
coextensive,conterminous
proportional,relative
disproportionate,disproportional
commercialized,commercialised
mercantile,mercenary
mercantile,moneymaking
nonprofit,non-profit-making
uncommercialized,uncommercialised
average,ordinary
democratic,popular
especial,exceptional
especial,particular
especial,special
red_carpet,red-carpet
accustomed,customary
accustomed,habitual
accustomed,wonted
chronic,inveterate
lipophilic,lipotropic
individual,single
individualist,individualistic
one-on-one,man-to-man
respective,several
respective,various
communicative,communicatory
anecdotic,anecdotal
anecdotic,anecdotical
blabbermouthed,leaky
blabbermouthed,talebearing
blabbermouthed,tattling
chatty,gossipy
chatty,newsy
expansive,talkative
gestural,nonverbal
gestural,sign
gestural,signed
gestural,sign-language
outspoken,vocal
uncommunicative,incommunicative
blank,vacuous
close,closelipped
close,closemouthed
close,secretive
close,tightlipped
deadpan,expressionless
deadpan,impassive
deadpan,poker-faced
deadpan,unexpressive
mum,silent
unpronounceable,unutterable
clayey,cloggy
clayey,heavy
impacted,wedged
shifting,unfirm
incomparable,uncomparable
matchless,nonpareil
matchless,one
matchless,one_and_only
matchless,peerless
matchless,unmatched
matchless,unmatchable
matchless,unrivaled
matchless,unrivalled
alone,unique
alone,unequaled
alone,unequalled
alone,unparalleled
hardhearted,stonyhearted
hardhearted,unfeeling
contradictory,mutually_exclusive
miscible,mixable
immiscible,non-miscible
immiscible,unmixable
able,capable
effective,efficient
feckless,inept
ineffective,inefficient
incompetent,unqualified
competitive,competitory
agonistic,agonistical
agonistic,combative
emulous,rivalrous
accommodative,cooperative
complaining,complaintive
fretful,querulous
fretful,whiney
fretful,whiny
entire,full
entire,total
integral,entire
integral,intact
fragmental,fragmentary
bound_up,wrapped_up
pledged,sworn
absolute,downright
absolute,out-and-out
absolute,rank
absolute,right-down
absolute,sheer
accomplished,completed
accomplished,realized
accomplished,realised
all-or-none,all-or-nothing
all-out,full-scale
dead,utter
exhaustive,thorough
exhaustive,thoroughgoing
fleshed_out,full-clad
full,total
incomplete,uncomplete
sketchy,unelaborated
across-the-board,all-embracing
across-the-board,all-encompassing
across-the-board,all-inclusive
across-the-board,blanket
across-the-board,broad
across-the-board,encompassing
across-the-board,extensive
across-the-board,panoptic
across-the-board,wide
all-around,all-round
all-around,well-rounded
countrywide,nationwide
cosmopolitan,ecumenical
cosmopolitan,oecumenical
cosmopolitan,general
cosmopolitan,universal
cosmopolitan,worldwide
cosmopolitan,world-wide
door-to-door,house-to-house
encyclopedic,encyclopaedic
spatiotemporal,spaciotemporal
noncomprehensive,incomprehensive
calm,unagitated
calm,serene
calm,tranquil
imperturbable,unflappable
collected,equanimous
collected,poised
collected,self-collected
collected,self-contained
collected,self-possessed
cool,coolheaded
cool,nerveless
unflurried,unflustered
unflurried,unperturbed
unflurried,unruffled
abashed,chagrined
abashed,embarrassed
blushful,blushing
blushful,red-faced
bothered,daunted
bothered,fazed
discombobulated,disconcerted
flustered,hot_and_bothered
flustered,perturbed
flustered,rattled
comprehensible,comprehendible
accessible,approachable
apprehensible,intelligible
apprehensible,graspable
apprehensible,perceivable
apprehensible,understandable
incomprehensible,uncomprehensible
dark,obscure
enigmatic,enigmatical
enigmatic,puzzling
lost,missed
opaque,unintelligible
acetabular,cotyloid
acetabular,cotyloidal
biconcave,concavo-concave
bursiform,pouch-shaped
bursiform,pouchlike
bursiform,saclike
cupular,cupulate
dished,dish-shaped
dished,patelliform
convex,bulging
biconvex,convexo-convex
biconvex,lenticular
biconvex,lentiform
broken-backed,hogged
gibbous,gibbose
umbellate,umbel-like
single,undivided
single,exclusive
apportioned,dealt_out
apportioned,doled_out
apportioned,meted_out
apportioned,parceled_out
dispersed,spread
divided,divided_up
divided,shared
divided,shared_out
fanned,spread-out
far-flung,widespread
separated,spaced
sparse,thin
unfocused,unfocussed
concentric,concentrical
concentric,homocentric
coaxial,coaxal
eccentric,nonconcentric
off-center,off-centered
haunted,obsessed
haunted,preoccupied
haunted,taken_up
casual,insouciant
casual,nonchalant
degage,detached
degage,uninvolved
aphoristic,apothegmatic
aphoristic,epigrammatic
compendious,compact
compendious,succinct
compendious,summary
crisp,curt
crisp,laconic
crisp,terse
elliptic,elliptical
pithy,sententious
long-winded,tedious
long-winded,verbose
long-winded,windy
long-winded,wordy
